"subjectActivity"	"tBodyAccmeanX"	"tBodyAccmeanY"	"tBodyAccmeanZ"	"tBodyAccstdX"	"tBodyAccstdY"	"tBodyAccstdZ"	"tGravityAccmeanX"	"tGravityAccmeanY"	"tGravityAccmeanZ"	"tGravityAccstdX"	"tGravityAccstdY"	"tGravityAccstdZ"	"tBodyAccJerkmeanX"	"tBodyAccJerkmeanY"	"tBodyAccJerkmeanZ"	"tBodyAccJerkstdX"	"tBodyAccJerkstdY"	"tBodyAccJerkstdZ"	"tBodyGyromeanX"	"tBodyGyromeanY"	"tBodyGyromeanZ"	"tBodyGyrostdX"	"tBodyGyrostdY"	"tBodyGyrostdZ"	"tBodyGyroJerkmeanX"	"tBodyGyroJerkmeanY"	"tBodyGyroJerkmeanZ"	"tBodyGyroJerkstdX"	"tBodyGyroJerkstdY"	"tBodyGyroJerkstdZ"	"tBodyAccMagmean"	"tBodyAccMagstd"	"tGravityAccMagmean"	"tGravityAccMagstd"	"tBodyAccJerkMagmean"	"tBodyAccJerkMagstd"	"tBodyGyroMagmean"	"tBodyGyroMagstd"	"tBodyGyroJerkMagmean"	"tBodyGyroJerkMagstd"	"fBodyAccmeanX"	"fBodyAccmeanY"	"fBodyAccmeanZ"	"fBodyAccstdX"	"fBodyAccstdY"	"fBodyAccstdZ"	"fBodyAccJerkmeanX"	"fBodyAccJerkmeanY"	"fBodyAccJerkmeanZ"	"fBodyAccJerkstdX"	"fBodyAccJerkstdY"	"fBodyAccJerkstdZ"	"fBodyGyromeanX"	"fBodyGyromeanY"	"fBodyGyromeanZ"	"fBodyGyrostdX"	"fBodyGyrostdY"	"fBodyGyrostdZ"	"fBodyAccMagmean"	"fBodyAccMagstd"	"fBodyBodyAccJerkMagmean"	"fBodyBodyAccJerkMagstd"	"fBodyBodyGyroMagmean"	"fBodyBodyGyroMagstd"	"fBodyBodyGyroJerkMagmean"	"fBodyBodyGyroJerkMagstd"
"23_LAYING"	-0.549276002611111	-0.611428200844444	-0.798482128186111	-0.6318246042125	-0.333015627597222	-0.73358886125	-0.241309740165278	-0.725950638263889	-0.574371056626389	-0.603119587776389	-0.845607973166667	-0.307352133236111	-0.408850363430556	-0.345935459444444	-0.251665919126389	-0.784302401	-0.6053296685	-0.606336054694444	-0.567019639722222	-0.425531802234167	-0.808433844222222	-0.593011917913889	-0.613443669152778	-0.9509065825	-0.520015173	-0.783721442944444	-0.523837391652778	-0.61014691622125	-0.916815466388889	-0.293834159194444	-0.815092885611111	-0.460268863773611	-0.252536630276389	-0.751904592319444	-0.579112311963889	-0.495483507208333	-0.598797288375	-0.456824038902778	-0.101162176344444	-0.354636233098611	-0.624429913013889	-0.440446129152778	-0.827225842456944	-0.358258099680556	-0.289964128152778	-0.587276965652778	-0.0860754551805556	-0.473467598055556	-0.396183458986111	-0.535374313636111	-0.766765120027778	-0.522955363707222	-0.213188068186111	-0.266775519729167	0.0282962422954167	-0.869438507458333	-0.567304826268056	-0.482532504348611	-0.680928452666667	-0.409944081784028	-0.712693816194444	-0.669069930183333	-0.309573891486111	-0.398477319069444	-0.897139468138889	-0.547282429423611
"23_SITTING"	-0.685042072367647	-0.355799021558824	-0.799967715955882	-0.495380531772059	-0.300006413911765	-0.553938686376471	-0.0123800986470588	-0.777546048411765	-0.715403725594118	-0.410877970367647	-0.744291342542647	-0.464170987455882	-0.285214025789706	-0.525296370852941	-0.232624725063235	-0.710510893838235	-0.638856055397059	-0.608581934314706	-0.728427744926471	-0.304795841282353	-0.794080362632353	-0.524499836673529	-0.530535949227941	-0.745348002505882	-0.438581373598529	-0.814389624823529	-0.641050401764706	-0.423183134888235	-0.753906719044118	-0.335703922385294	-0.695999442029412	-0.687485460941176	-0.0310529592794118	-0.808680040458824	-0.621807474777941	-0.405187201882353	-0.376291883720588	-0.511564001897059	-0.144868448676471	-0.290496508929412	-0.698591554897059	-0.447603112426471	-0.764281731619118	-0.516900972985294	-0.241126614279412	-0.359181596808824	-0.361237333058824	-0.256507722294118	-0.329622892091176	-0.435134818573529	-0.805553896147059	-0.658698848334265	-0.325572795823529	-0.177545696016176	-0.00146953605735294	-0.533680880794118	-0.711999186808824	-0.467795093720588	-0.912301367647059	-0.522433665691176	-0.609502965852941	-0.930592558823529	-0.339897682576471	-0.443944643058824	-0.895116517867647	-0.696109285632353
"23_STANDING"	-0.668988229852941	-0.423872664177941	-0.732179522705882	-0.683813702110294	-0.252471690277941	-0.463402803602941	-0.209064272029412	-0.616118505338235	-0.654156733426471	-0.542597843110294	-0.840156671294118	-0.343288806865779	-0.220754280367647	-0.376125219	-0.166990741513235	-0.844753486617647	-0.561043535636765	-0.441682629220588	-0.703271346880882	-0.349503095352941	-0.646657589209118	-0.594214862551912	-0.440427090058824	-0.855192294411765	-0.479395759294118	-0.526556758441176	-0.628449436058824	-0.456940438191176	-0.875946080661765	-0.377850923342647	-0.644974303411765	-0.593877082823529	-0.25480033825	-0.559994704838235	-0.866199571720588	-0.445011605235294	-0.482601595403971	-0.467711615911765	-0.262659341397059	-0.278831844397059	-0.925902678852941	-0.564775734567647	-0.600595080161765	-0.459894197764706	-0.196035196998529	-0.490736331764706	-0.412667553647059	-0.434021401039706	-0.444731430205882	-0.488419256280882	-0.558444853279412	-0.634590130080882	-0.290373636411765	-0.452472505838235	-0.110095054833824	-0.653152083529412	-0.714431509529412	-0.376888879220588	-0.795658253	-0.682824351872059	-0.632212859827941	-0.835137244088235	-0.393792460676471	-0.262636602485294	-0.811169798107353	-0.662287192048529
"23_WALKING"	-0.65088109359322	-0.403472661728814	-0.873113106271186	-0.699865016372881	-0.463334962864407	-0.558660573288136	-0.16350740780678	-0.858620576677966	-0.60414146920339	-0.736177276881356	-0.92338733779661	-0.222183923033898	-0.470378880598305	-0.555828365864407	-0.401812555527119	-0.906493402372881	-0.549195819169492	-0.622548137972203	-0.593540099932203	-0.468637040654237	-0.879961459677966	-0.674240743101695	-0.630220666881356	-0.926311924949152	-0.648701370430508	-0.903912193728814	-0.635537876908475	-0.747656306079661	-0.929882979322034	-0.184880929086441	-0.768160904949153	-0.667350448271186	-0.139877582779661	-0.866751593745763	-0.519436263513559	-0.682324130840678	-0.373260113016949	-0.425170518122034	-0.21636987789322	-0.324904404762712	-0.575817699299322	-0.539974123452542	-0.823362800525424	-0.538554761440678	-0.343521777701695	-0.661127078711864	-0.277447460508475	-0.338444785915254	-0.312047036983051	-0.667256749077966	-0.813972204050847	-0.640885680228814	-0.348344005033898	-0.266601047879661	-0.156487637311864	-0.707591931711864	-0.534722037142373	-0.545760830694915	-0.605862328305085	-0.414958416337288	-0.514216456167797	-0.656010753457627	-0.111383316852542	-0.455070052915254	-0.607433366342373	-0.407047022350847
"23_WALKING_DOWNSTAIRS"	-0.569555705781482	-0.777668707092593	-0.899645130740741	-0.515513243740741	-0.268987918929259	-0.349736660407407	-0.345673482444444	-0.929536585907407	-0.517411777796296	-0.542323450333333	-0.645449677509259	-0.0420758737962963	-0.683045303481482	-0.426666780372222	-0.546529461185185	-0.789020844777778	-0.484006292611111	-0.693409605833333	-0.618517293433333	-0.644067004705556	-0.914838743203704	-0.457817794833333	-0.746225450722222	-0.705679330037037	-0.569547978887037	-0.95050445462963	-0.549650024796296	-0.668536497709259	-0.731358948592593	-0.0269159229814815	-0.914379212333333	-0.667980354611111	-0.255820520781481	-0.945738601592593	-0.574800933768518	-0.429052734296296	-0.74296482665	-0.408830498740741	-0.129084980055556	-0.652488245111111	-0.68813674512963	-0.455184183314815	-0.90604287037037	-0.471088181832537	-0.564969881666667	-0.535302240351852	-0.239713549166667	-0.474234809388889	-0.420039723666667	-0.508753059872222	-0.919341884944444	-0.559081170851852	-0.299605605737037	-0.363985589537037	0.0521977696648148	-0.877148009907407	-0.573998626907407	-0.646131426444444	-0.456365016759259	-0.475001646864815	-0.807114377981481	-0.541790524814815	-0.196460379185185	-0.409363261833333	-0.624589407574074	-0.344526864601852
"23_WALKING_UPSTAIRS"	-0.569215092588235	-0.63831232054902	-0.700813336556863	-0.301207465712941	-0.464989537745098	-0.409346418490196	-0.50480165254902	-0.879561200294118	-0.542840302882353	-0.59081175394902	-0.737871710960784	-0.071318341445098	-0.456118990562745	-0.312657040109804	-0.338631340333333	-0.729259003078431	-0.467644222568627	-0.658335063837255	-0.529323338509804	-0.683218351686275	-0.797787589352941	-0.446041912862745	-0.564800383519608	-0.511341117666667	-0.541723109372549	-0.91037682254902	-0.54491211245098	-0.418511823921569	-0.537731277411765	-0.139838535588235	-0.893642724352941	-0.505012966554902	-0.398287422376471	-0.911695292313725	-0.686714591823529	-0.630641323980392	-0.725602120568627	-0.370514329333333	-0.337020674411765	-0.508668749823529	-0.592123991078431	-0.792936578705882	-0.927884689411765	-0.40943618045098	-0.353785241686275	-0.295300203084314	-0.254384113941176	-0.642367538098039	-0.450579147303922	-0.531406940294118	-0.892355567470588	-0.613630378043137	-0.333907172156863	-0.215153625686274	-0.0677206520745098	-0.962720761960784	-0.594760345058824	-0.718339841627451	-0.461054664843137	-0.529029856921569	-0.776570105980392	-0.559184386543529	-0.066443490372549	-0.280009094117647	-0.671976879078431	-0.535385349490196
"24_LAYING"	-0.601766848638889	-0.36185237625	-0.758469973361111	-0.535701475644444	-0.589970649172222	-0.70356041425	-0.224238323375	-0.452011087784722	-0.537534438152778	-0.521873280597222	-0.789591782416667	-0.607713589361111	-0.37372763345	-0.443174438763889	-0.281720667676389	-0.759521406644444	-0.584381216683333	-0.578001530625	-0.548341421722222	-0.411033395375	-0.73448579675	-0.631943660356944	-0.604810139391528	-0.898618445833333	-0.204466421847222	-0.874886575638889	-0.400697003166667	-0.559204356363889	-0.689522268361111	-0.439210432972222	-0.795434995027778	-0.609063651861111	-0.0525180350555556	-0.390625406611111	-0.621966939069444	-0.486877071319444	-0.304818987611111	-0.560356491861111	-0.400297587263889	-0.417894040611111	-0.652693571666667	-0.441893480430556	-0.859948613944444	-0.640309102291667	-0.299385695375	-0.377044859694444	-0.204782992444444	-0.367048082697222	-0.417645821305556	-0.428306159997222	-0.854249626366667	-0.649819057166667	-0.139375473673611	-0.341002724801389	-0.154033301638889	-0.401112575791667	-0.600328640402778	-0.292159452659722	-0.830734699902778	-0.546709758125	-0.704801598583333	-0.918234906388889	-0.288093775134722	-0.333267282944444	-0.887429847347222	-0.584744468569583
"24_SITTING"	-0.629097226825	-0.360279019695588	-0.8072605675	-0.558986694029412	-0.512349159375	-0.389081676408824	-0.224418396	-0.433623876914706	-0.625116686602941	-0.382711746539706	-0.759776628744118	-0.482619676720588	-0.219998510411765	-0.229385569398529	-0.127896963322059	-0.80910970975	-0.676067264558823	-0.407973607564706	-0.423019042279412	-0.419107679129412	-0.767706848588235	-0.526211981705882	-0.481812055669118	-0.718744300014706	-0.230402429970588	-0.564455029191177	-0.563770976377941	-0.424283594029412	-0.719433955558824	-0.289964987485294	-0.566745409191176	-0.613085323382353	-0.241931280152941	-0.266788911897059	-0.724108125426471	-0.376787026447059	-0.254898827938235	-0.424365119147059	-0.589101423001471	-0.207480827832353	-0.937122889735294	-0.481710604547059	-0.538467770536765	-0.602343894397059	-0.18659609115	-0.371804783573529	-0.339693092779412	-0.457731123011765	-0.462646928926471	-0.390421038970588	-0.617769259932353	-0.611964203897059	-0.331809071426471	-0.615465234397059	-0.275805819470588	-0.387816753558824	-0.646758325208823	-0.311036255857353	-0.878907886029412	-0.646335440304412	-0.534931294529412	-0.906171534808824	-0.480403396438235	-0.223337808483824	-0.81171397875	-0.603560099205882
"24_STANDING"	-0.895946586463768	-0.449290368562319	-0.629338571115942	-0.60695155673913	-0.43623466687971	-0.491002982	-0.242413889865217	-0.453573599811594	-0.684418557623188	-0.376677119333333	-0.7263384576	-0.632277941246377	-0.397786084850725	-0.303892413362319	-0.257926697398551	-0.673705573575942	-0.683772705072464	-0.495715756922174	-0.565127291246377	-0.567198519768116	-0.574502654057971	-0.650288088188406	-0.430447828547391	-0.867216143623188	-0.328146818427536	-0.649313929926087	-0.575702417301449	-0.43351542336087	-0.640830410698551	-0.486813199449275	-0.614690356956522	-0.898572645072464	-0.215837939465217	-0.391743229101449	-0.924976940289855	-0.533121236528985	-0.463566529913043	-0.658900180028986	-0.647789915681159	-0.402058107144928	-0.861803540666667	-0.609703116905797	-0.654539288507246	-0.876239659710145	-0.260367554202899	-0.304600595478261	-0.483067405188406	-0.388301017846377	-0.673154917898551	-0.493969794550725	-0.662214864768116	-0.667853356233333	-0.0241922701188406	-0.624668722995652	-0.403113088998551	-0.487854998188406	-0.914154912463768	-0.570684391250725	-0.663778665913043	-0.600577531826087	-0.504720216652174	-0.851317219086957	-0.312097639667246	-0.140568444249275	-0.812904978231884	-0.602913386994203
"24_WALKING"	-0.50743389007931	-0.469740869865517	-0.934878924482759	-0.620034862189655	-0.524927364948276	-0.615265711017241	-0.260898863081034	-0.474326626344828	-0.651589764568966	-0.46394229437069	-0.879051289844828	-0.627370569137931	-0.323092160465517	-0.186504557136207	-0.277958033037931	-0.847704487224138	-0.655890423586207	-0.759411881436207	-0.304050015172414	-0.615130129632759	-0.841862999224138	-0.555796013775862	-0.569716192444828	-0.955894907931034	-0.275226127465517	-0.760071767413793	-0.600143725775862	-0.451992180551724	-0.828755345586207	-0.395219590694828	-0.731532638517241	-0.525060488715517	-0.289397948258621	-0.31342668385	-0.661507489775862	-0.409972911431034	-0.337557016534483	-0.396085146551724	-0.422486159655172	-0.264620153417241	-0.53123784812931	-0.439706432293103	-0.69760326512069	-0.503940913586207	-0.345545157084483	-0.633313295387931	-0.141555793034483	-0.519205802724138	-0.534988615982759	-0.425888517839655	-0.735452824796552	-0.569107989051724	-0.249133913913793	-0.400465235327586	-0.122581485662069	-0.446743168793103	-0.538183038965517	-0.429330543448276	-0.59891179922069	-0.384398308682759	-0.628063058896552	-0.525674302034483	-0.380236602068966	-0.277365424913793	-0.90466093137931	-0.525279239465517
"24_WALKING_DOWNSTAIRS"	-0.796988351059091	-0.4222308646	-0.885131171981818	-0.762149744545455	-0.558984116818182	-0.525426096945455	-0.379545619818182	-0.637325483236364	-0.601903402314909	-0.783062410345455	-0.800544229509091	-0.485285163418182	-0.492836574703455	-0.439534806154545	-0.476858768418182	-0.925883896181818	-0.617076334781818	-0.6436237058	-0.540638210309091	-0.515212069054545	-0.830208379854545	-0.840706552018182	-0.559593190527273	-0.91052229812	-0.460069890581818	-0.822979396981818	-0.560774893881818	-0.762689558781818	-0.734066249281818	-0.200411319216364	-0.801202747581818	-0.650019294163636	-0.159877489032727	-0.488421489063636	-0.345241368036182	-0.728901045914545	-0.258604699854545	-0.4318099334	-0.448089354354545	-0.37592459524	-0.691338621090909	-0.441032935836364	-0.962669657236364	-0.763167629890909	-0.446255284603636	-0.546753114009091	-0.236753839018182	-0.445902637236364	-0.240135075763636	-0.698555193054545	-0.830202052072727	-0.5501771036	-0.234273381472727	-0.393646645036364	-0.32624051378	-0.366913588382909	-0.538723167418182	-0.531937676187273	-0.639379182836364	-0.394644000691273	-0.638766294596364	-0.747632790690909	-0.0743801542345455	-0.272497034416364	-0.528758823458182	-0.502279467036364
"24_WALKING_UPSTAIRS"	-0.562093002627119	-0.709650769661017	-0.919275799152542	-0.561079102067797	-0.71533144820339	-0.327424534884237	-0.400035076101695	-0.769931735142373	-0.554344419694915	-0.592962744738983	-0.743369189813559	-0.354472330915254	-0.587992588813559	-0.204128209438983	-0.402257117762712	-0.885763849491525	-0.391942021918644	-0.580988957966102	-0.466697593627119	-0.745429614542373	-0.896643841322034	-0.51874580459322	-0.653614417988136	-0.559194385813559	-0.335049590457627	-0.971604178813559	-0.489845992559322	-0.653363537101695	-0.725038149915254	-0.136253901152542	-0.829829837152542	-0.603968639864407	-0.230463055744068	-0.652925586949153	-0.709965136983051	-0.455479166033898	-0.560381590779661	-0.54162998320339	-0.671658889235593	-0.592075420669491	-0.531027047233898	-0.579922621423729	-0.87154320559322	-0.514230154864407	-0.443350812898305	-0.496293120001695	-0.269364796305085	-0.366506820389831	-0.55130345359322	-0.474613405033898	-0.972406626949153	-0.623455149491525	0.0140594755745763	-0.359241692049153	-0.127599462974576	-0.594879622035593	-0.682845994033898	-0.632818648355932	-0.611750837067797	-0.475819024661017	-0.803978713435593	-0.71550016440678	-0.0902408709830508	-0.401120197013559	-0.688891905762712	-0.359332595445763
"25_LAYING"	-0.747410116328767	-0.504257745231507	-0.630938412327397	-0.856277944863014	-0.511747813130137	-0.450179292642466	-0.379023550027397	-0.599017654706849	-0.929516421643836	-0.623723738958904	-0.709694541082192	-0.495907927786301	-0.320615688513699	-0.480771394993288	-0.366689102356164	-0.611124173023288	-0.854150409863014	-0.618036911357123	-0.776152137452055	-0.474407104054795	-0.624692349110959	-0.883327017027397	-0.637571847684931	-0.705835528684931	-0.632543723019178	-0.571155077852027	-0.891407343205479	-0.556580412657534	-0.481523082753425	-0.485483805612329	-0.435409471890411	-0.747303899575342	-0.402095355054795	-0.502798047328767	-0.747583157831507	-0.625151731519178	-0.256459213205479	-0.412738564808219	-0.447338675986301	-0.217480943188767	-0.878528455890411	-0.525995816350685	-0.568151961354795	-0.552209491219178	-0.356075363849315	-0.308322910616438	-0.429706673891644	-0.0936069543013699	-0.376393567438356	-0.641645130364384	-0.544202706863014	-0.893230426931507	-0.0859209854257534	-0.216997496334247	-0.292529920739726	-0.390246956191781	-0.697659884849315	-0.564626733758904	-0.565976489391781	-0.515460637432877	-0.57999935369863	-0.649534943450685	-0.388080315794521	-0.185491263527397	-0.64925306247863	-0.720652659821918
"25_SITTING"	-0.808053083476923	-0.708758487076923	-0.497327449061538	-0.660187242729231	-0.378002742646154	-0.288884757892308	-0.482406346104615	-0.391666251541538	-0.694973978892308	-0.57864801882	-0.514085445006154	-0.527580565129231	-0.0845494294769231	-0.427851658892308	-0.499971475081538	-0.457272622673692	-0.888350828738461	-0.513044413995385	-0.750679105569231	-0.629468240184615	-0.459932569692308	-0.599760878864615	-0.637379772598462	-0.600839716401538	-0.571253181230769	-0.430640646307692	-0.704344019292308	-0.577354319986154	-0.287984750553846	-0.492666136595385	-0.387707410523077	-0.796837293538462	-0.417631433107692	-0.454916549966154	-0.627478985907692	-0.621603216223077	-0.175496135733846	-0.472235591984615	-0.291739609246154	-0.0981753276384615	-0.539834461993846	-0.504393373735385	-0.499367576123077	-0.498842818292308	-0.451350118230769	-0.205101358061538	-0.403458664658462	-0.0397174363938462	-0.439094626092308	-0.582995606153846	-0.454394469498	-0.711544393892308	-0.184872820716923	-0.178533243369385	-0.0872618962923077	-0.48750323516	-0.7275818534	-0.660212781184615	-0.592931538723077	-0.870965665984615	-0.588177982953846	-0.649639688358462	-0.366688761314769	-0.321087815215385	-0.595725723329231	-0.897246182615385
"25_STANDING"	-0.595255107382432	-0.55332322077027	-0.5021313586	-0.82317660822973	-0.4876690575	-0.316604376378378	-0.250890124945946	-0.446664544567568	-0.709709482243243	-0.656243999528378	-0.421639403824324	-0.341228684121622	-0.182560372939189	-0.4673454525	-0.473204243135135	-0.460998059874324	-0.785414511418919	-0.605994646859459	-0.628668212018919	-0.558244455027027	-0.511665056964865	-0.812264373797297	-0.655152696756757	-0.507912104135135	-0.6496293185	-0.463217389445946	-0.710071975351351	-0.604383576486486	-0.196860863909459	-0.244763894662162	-0.414527657382432	-0.607747181148649	-0.323821399675676	-0.487276524513513	-0.563366366283784	-0.593109169351351	-0.369111843445946	-0.434504072444595	-0.45917015372973	-0.179424463364865	-0.637243757786486	-0.780641251324324	-0.515017209148649	-0.517612406094595	-0.449000468189189	-0.162155739472973	-0.631355122527027	-0.284127255794595	-0.316899474448649	-0.660108697617568	-0.492440058635135	-0.695390135847703	-0.397033202161081	-0.230926816697297	-0.214283818554054	-0.63812266052973	-0.619964894445946	-0.601623445475676	-0.499235535417568	-0.841458653472973	-0.619397661894865	-0.513810512113513	-0.523274177216216	-0.432342455787838	-0.490857185255405	-0.917356866554054
"25_WALKING"	-0.884928238728378	-0.663750180716216	-0.642922834337838	-0.901291768783784	-0.295399563527027	-0.360955477445946	-0.412176603090541	-0.620258566202703	-0.832464379648649	-0.573869991945946	-0.588830251040541	-0.278799089194595	-0.307542046162162	-0.532576136675676	-0.489502817322973	-0.698785865418919	-0.803997348866216	-0.543923229687838	-0.890478238648649	-0.642248420705405	-0.652724150972973	-0.876873812027027	-0.62081312875	-0.560145613927027	-0.595799539581081	-0.605461186013514	-0.853375009912162	-0.615453551040541	-0.288172046987838	-0.316989039062162	-0.516942054883784	-0.836022237027027	-0.306322016231081	-0.577738263888378	-0.811050082108108	-0.508029462027027	-0.351787764867568	-0.621375183256757	-0.165932338027027	-0.241935017444595	-0.720333353954054	-0.589745050731081	-0.616965020127027	-0.641993885689189	-0.524401469189189	-0.435924317552973	-0.476508166878378	-0.212789109286487	-0.535307553689189	-0.569094662568919	-0.581345416675676	-0.849350276968919	-0.140886949432162	-0.134872625928378	-0.110463850904054	-0.565716091952703	-0.890601131256757	-0.64521573177027	-0.638027778283784	-0.598365545824324	-0.506437021972973	-0.788097213540541	-0.314620230702703	-0.0517435024675676	-0.633099705837838	-0.484265048891892
"25_WALKING_DOWNSTAIRS"	-0.878114372	-0.597458152217241	-0.521817039293103	-0.662124476631034	-0.256298324496552	-0.366741409851724	-0.377382490517241	-0.689777338005172	-0.758333891810345	-0.545138835358621	-0.617343349655172	-0.310339602396552	-0.439386031632759	-0.63962521292069	-0.383260721896552	-0.583484693172414	-0.627286537741379	-0.564658491103448	-0.872445319827586	-0.484981419137931	-0.567344216431034	-0.692783497965517	-0.514478516775862	-0.699289770982759	-0.611399148637931	-0.725352662465517	-0.769653233289655	-0.551934812087931	-0.446962964155172	-0.281408527931034	-0.573869259758621	-0.907056274827586	-0.505109021948276	-0.718184174482759	-0.768760194362069	-0.617321104982759	-0.495912578313793	-0.60023440535	-0.47692585242931	-0.335106197962069	-0.908935997068966	-0.648674678304828	-0.646674672774138	-0.714338109925862	-0.391145506758621	-0.361217345482759	-0.353058996237069	-0.318774360224138	-0.516635593193103	-0.634852111965517	-0.718088279344828	-0.798099002553448	-0.220383479137931	-0.369860102293103	-0.308739407293103	-0.595143439241379	-0.801394752351724	-0.637371126991379	-0.481542288965517	-0.6278378715	-0.52629802225	-0.669369287834483	-0.444362773448276	-0.255273453586207	-0.73818739512069	-0.691985938798276
"25_WALKING_UPSTAIRS"	-0.781800090369231	-0.510469695123077	-0.639909755015385	-0.576362201838462	-0.176130004146154	-0.406771278938462	-0.303693271230769	-0.5863453146	-0.546015141046154	-0.529008450953846	-0.764431303738462	-0.456886467731892	-0.228179776261538	-0.311505063148923	-0.204881456402615	-0.658693447273846	-0.606330069015385	-0.370484362138462	-0.785813153338462	-0.469966561523077	-0.659414302584615	-0.558099142415385	-0.465808169153846	-0.801966211046154	-0.665552288107692	-0.589784879461538	-0.649578543806154	-0.549956226876923	-0.360841278969231	-0.5267658858	-0.501388166426154	-0.658826524769231	-0.283848836023077	-0.517916081830769	-0.869771141676923	-0.655656398353846	-0.4613042088	-0.590703836307692	-0.2831856086	-0.225951430907692	-0.922106809846154	-0.605105584753846	-0.511414836384615	-0.391215938169231	-0.238465475932308	-0.339832609246154	-0.585852023943077	-0.426593286903077	-0.5971926756	-0.674413731406769	-0.598686215950769	-0.633855597553846	-0.360014442261538	-0.312105770046154	-0.209961115830769	-0.652877159812308	-0.767215830507692	-0.460676907984615	-0.803883169596923	-0.612312544969231	-0.573928307755692	-0.898899591015385	-0.2241931618	-0.285724431646154	-0.556422695092308	-0.60301277886
"26_LAYING"	-0.554271074976974	-0.891570975263158	-0.568355647776316	-0.679833651197368	-0.482219104921053	-0.262303887102632	-0.668429890671053	-0.638195843368421	-0.720024491268421	-0.907729065	-0.545715887960526	-0.258724280138026	-0.386013230246053	-0.36860936375	-0.692678323934211	-0.597648572328947	-0.63294778393421	-0.676699802226316	-0.587086050769737	-0.835568007381579	-0.594502678592105	-0.679272415255263	-0.885721148552632	-0.47531058175	-0.906691220526316	-0.638558694144737	-0.673655438736842	-0.9097029425	-0.242087803158421	-0.225889399723684	-0.599577798813158	-0.596940420359211	-0.515398352382895	-0.621021182473684	-0.561795355605263	-0.881755252592105	-0.374245638096053	-0.366875143197368	-0.363660227105263	-0.332713433905263	-0.63400481515921	-0.76507985743421	-0.641727010114474	-0.370311997417105	-0.744570557881579	-0.272525227815789	-0.420448584526316	-0.325332877697368	-0.139311112078947	-0.828038261184211	-0.641513583013158	-0.685953637210526	-0.3959906625	-0.142624125842105	-0.185922533986842	-0.476258512280263	-0.611297545710526	-0.906959893446053	-0.324536001894737	-0.835673877684211	-0.673549925178947	-0.465843561071053	-0.385599652763158	-0.445641405131579	-0.247851751917105	-0.851599680880263
"26_SITTING"	-0.446344126679487	-0.790556495794872	-0.633366538358974	-0.535413866187179	-0.660559141320513	-0.40801070830641	-0.279914162230769	-0.614739166141026	-0.423930340974359	-0.914065748333333	-0.653562110601282	-0.402752406884615	-0.351896267487051	-0.318400339846154	-0.493414188935897	-0.671211678910256	-0.590451952028205	-0.897876661079487	-0.410243501030769	-0.689778172474359	-0.675164973419231	-0.539968893873077	-0.88750277174359	-0.684791869897436	-0.752464467515385	-0.587420246805513	-0.544174009944872	-0.91385201851282	-0.46805179674359	-0.352888198628205	-0.522055493364103	-0.52097291524359	-0.333594068833333	-0.654737409116667	-0.445388232089744	-0.695464722233333	-0.585966576358974	-0.241664888902564	-0.291878190592308	-0.443826436990731	-0.439774390573077	-0.73334485624359	-0.524676497464103	-0.409301807037179	-0.55916468929859	-0.554673190134615	-0.428663340465385	-0.467978871179487	-0.204638195012821	-0.770944534551282	-0.54054741898718	-0.526416124910256	-0.355817231653846	0.0394916025348718	-0.155918377674359	-0.692255898039744	-0.327388464564103	-0.794400235294872	-0.425625455230769	-0.541692237987179	-0.703196708179487	-0.43632078220641	-0.225742752974359	-0.446999309551282	-0.519116649739744	-0.523260696769231
"26_STANDING"	-0.423780786251351	-0.827307109594595	-0.637198128027027	-0.482754665425676	-0.554932782810811	-0.451826067770811	-0.393777072121622	-0.666320732866216	-0.378801464051351	-0.717035928675676	-0.556994151151351	-0.203356185486486	-0.467586250567568	-0.167096813189189	-0.35359133165	-0.614941585377432	-0.584431738894595	-0.824019794054054	-0.469034905094595	-0.721007326040541	-0.629179597297297	-0.474495511236486	-0.787619795567568	-0.603964268635135	-0.749220369095946	-0.631232376582432	-0.43046554727027	-0.702583253347297	-0.322823725864865	-0.204405390121622	-0.601785728775676	-0.479247221422973	-0.362524205060811	-0.571725249905405	-0.383803476844595	-0.774359529543243	-0.431312491672973	-0.20324989722027	-0.273768023743243	-0.31870083077027	-0.433521391837838	-0.653391737081081	-0.678467792331081	-0.174620233309459	-0.43139454627027	-0.34064201507973	-0.323144994340946	-0.306649213324324	-0.0667695946202703	-0.735871969828378	-0.615657516889189	-0.444911817498649	-0.394598238701351	-0.0875428133324324	-0.151490748972973	-0.601396717989189	-0.508495472175676	-0.826365995945946	-0.505580175513514	-0.631675558310811	-0.887049790810811	-0.669339932743243	-0.401704647594595	-0.528815926391892	-0.625295971977027	-0.661624087959459
